Trait	Fraction of Phenotypic Variance Explained	Chromosome	Peak Position (bp)	LOD	1.5 LOD Confidence Interval (Left) (bp)	1.5 LOD Confidence Interval (Right) (bp)	Genes Under Confidence Interval (Common Name)	Genes Under Confidence Interval (Standard Name)
Manganese_Sulfate	0.01	4	1394080	3.79	366354	1410830	STP4|SIT4|NPC2|MRP10|FAD1|MTF2|PRP11|SIR2|NA|NAT1|PRM7|BSC1|PUS9|GPR1|NA|SLM3|NA|DBP10|PRP9|ARP2|MPS1|NA|NA|RTK1|NA|DIA3|NA|NA|NA|GPD1|GPM2|RPN4|OSH2|ERP3|CDC7|NA|TSC13|NOP1|SLX5|NA|NA|GRX6|NA|APC11|NA|NA|NA|NA|NA|RPT2|PTC1|MED2|ATP16|MCD1|NHP10|RMD1|CEN4|NTH1|YRB1|RCR2|NA|RAD57|MAF1|SOK1|TRP1|NA|GAL3|NA|SNQ2|RPL4B|PSF1|RAD61|HED1|NA|DAD1|KCS1|NA|GCV1|DAS2|FAL1|CIS1|NA|SES1|FYV1|RPS11A|NA|VPS54|REG1|NA|RAD28|MIC14|PST2|MRH1|LYS14|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|ARO3|EHD3|KRS1|ENA5|ENA2|ENA1|RSM10|NA|SNR47|NRG1|HEM13|RPC11|BAP3|HEM12|NA|NA|TPI1|DET1|DBF4|NA|CDC34|PST1|NA|YOS9|TGL2|NA|NA|UBC5|MAK21|NA|LCB2|AIM7|RPS13|RRG1|RTR2|OCA6|DOS2|DOA4|FMP16|PAA1|IPT1|SNF11|TPS2|PPH3|RAD55|SED1|SHU2|PET100|TFB5|VPS41|PDC2|STN1|RRP8|TVP23|AFR1|SSS1|RRP1|SLU7|NA|NA|NA|RLI1|UBC13|DNF2|NA|NA|GIS1|MSH6|GRX3|NA|NA|NA|NA|NA|NA|NA|NA|BMH2|TVP15|ARX1|NA|STE5|SPO71|TMS1|ARP10|NA|NA|NA|TMN2|GSG1|NA|FOB1|ALT2|IRC2|PDS1|NA|NA|MRPL1|TMA64|APC4|NA|VBA4|NA|TRM1|DPB4|KIN1|INO2|NA|ECM18|SWF1|ARO1|MTC5|SAC6|FIN1|NA|NA|NA|NA|YCF1|VPS61|RGP1|HPR1|RUB1|MTQ2|DOP1|PEX7|SAN1|MKC7|TAF12|SWI5|EKI1|KGD2|NA|NUM1|CTH1|GIR2|ENT5|NA|CPR1|RPA14|NA|HOM2|SAC3|SSY1|NA|NBP2|CWC15|SEC1|TRM82|SEC5|TAF10|CDC37|STB3|NA|SEC7|NA|NA|NA|HSP42|SUP35|ARG82|HMO1|RSM24|NGG1|UBC1|SDH4|CSN9|NA|SCC2|SAS4|CDC1|NA|PLP1|NA|ATC1|UPS3|NA|NA|CCT6|SLY1|RVB1|HST4|NUP42|NA|MSS116|NA|REF2|CAB5|CBS2|RKM2|NA|VPS64|SPC19|RAV2|NA|COQ4|MSC2|EBS1|UME6|MSS4|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|GCD6|TCP1|UPC2|AHA1|NA|ADR1|RAD9|SPR28|MFB1|NA|GTB1|NA|CRF1|HTB1|HTA1|ADK1|SIR4|PCF11|IVY1|NA|COX20|HEM1|RTN1|LYS4|PRP42|FMN1|MRPL7|SEC26|NA|SNU56|BUD26|NA|NA|SUP2|AMD2|PRP28|PEX5|MNN10|TRS23|NA|VHS1|NA|NA|NA|PAM1|BTT1|MET32|CHL4|RMD5|CTA1|RKM4|HSP78|YAP6|SWM1|EXG2|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|DIN7|AKR1|PEX10|NA|CIA1|MSW1|NA|CCC2|NA|GLO2|DON1|NA|BSC2|PMP3|MTH1|NA|NA|RNH202|RRP45|PHM6|NA|NA|GCN2|DPP1|ZIP1|NA|INM2|NSE3|RTT103|NA|HRQ1|SRP101|SSD1|DPL1|HDA2|MHR1|SUR2|ATP5|BFR2|PRO1|CFT1|GPI11|RSC3|CPR5|HNT2|NA|NA|NA|SRB7|GIC2|SUM1|TFB1|SSF2|PIB1|RAD34|IPK1|OMS1|NA|NA|NA|NA|NA|NA|HIM1|MCM21|NA|SWA2|DAD4|NA|ASP1|MRPL35|TIM11|PEP7|UTP4|YCG1|YSP2|NA|SKP1|PEX3|UBX5|GPI8|IRC3|NA|SWR1|MSN5|NA|MRPS28|NA|FCF1|NA|NA|NA|NA|HXT7|HXT6|NA|HXT3|SVF1|MRP1|NA|YPS7|NA|NA|EMT1|ATP22|SBE2|NA|TRR1|TRP4|NA|NA|SPC110|NA|GGA1|EAF1|OPI7|BCP1|TFC6|ESC2|NA|SEM1|CDC40|ESF1|NA|NA|NA|NA|NA|NA|KEI1|YPR1|XRS2|NA|CTS2|NA|VPS74|FRQ1|NA|NA|BCS1|ARH1|ATP17|LSM6|RGA2|NA|ARO10|YRA1|NA|RPP2B|NKP1|ATO3|EFT2|MUS81|NA|RVS167|SAC7|UBA2|SUF3|NA|SPT3|SHE9|RPT3|SXM1|NA|NCB2|UTP5|HPT1|URH1|NA|DIT2|DIT1|RPB7|MRP20|PDR15|NA|TRS120|ADE8|SIZ1|STE14|DFM1|RRP17|NA|ERD1|NA|SYF1|NA|RPL12B|RAD30|NA|HKR1|ARO80|SIP1|CAD1|DYN2|SNX41|NA|RPN9|BNA7|TIF35|CYM1|NA|NPL3|NA|GPI17|PPM1|PPZ2|GPI19|THI74|LRS4|DOT1|APT2|NA|SSN2|NA|NA|NA|NA|NA|ECM11|RPS17B|ADA2|UTP6|RPS18A|YHP1|PPN1|TSA2|GUK1|NA|NHX1|TOM1|HEH2|PFA5|TFB3|MFA1|NA|MRPL28|STP1|SPP41|NA|RMT2|PKH3|NA|TLG1|SDC1|UGO1|RPL27B|SNR13|TRS31|PRP3|JIP4|NA	YDL048C|YDL047W|YDL046W|YDL045W-A|YDL045C|YDL044C|YDL043C|YDL042C|YDL041W|YDL040C|YDL039C|YDL037C|YDL036C|YDL035C|YDL034W|YDL033C|YDL032W|YDL031W|YDL030W|YDL029W|YDL028C|YDL027C|YDL026W|YDL025C|YDL025W-A|YDL024C|YDL022C-A|tA(AGC)D|YDL023C|YDL022W|YDL021W|YDL020C|YDL019C|YDL018C|YDL017W|YDL016C|YDL015C|YDL014W|YDL013W|YDL012C|YDL011C|YDL010W|YDL009C|YDL008W|tT(AGU)D|YDLCdelta1|YDL007C-A|YDLWtau1|tS(AGA)D1|YDL007W|YDL006W|YDL005C|YDL004W|YDL003W|YDL002C|YDL001W|CEN4|YDR001C|YDR002W|YDR003W|YDR003W-A|YDR004W|YDR005C|YDR006C|YDR007W|YDR008C|YDR009W|YDR010C|YDR011W|YDR012W|YDR013W|YDR014W|YDR014W-A|YDR015C|YDR016C|YDR017C|YDR018C|YDR019C|YDR020C|YDR021W|YDR022C|tV(UAC)D|YDR023W|YDR024W|YDR025W|YDR026C|YDR027C|YDR028C|YDR029W|YDR030C|YDR031W|YDR032C|YDR033W|YDR034C|YDRCdelta2|YDRCdelta3|YDRCTy2-1|YDRCdelta4|YDR034C-D|YDR034C-C|YDRCdelta5|tL(UAA)D|YDRCdelta6a|YDRWdelta7|YDR034C-A|YDRCdelta6b|tQ(UUG)D1|YDR034W-B|YDR035W|YDR036C|YDR037W|YDR038C|YDR039C|YDR040C|YDR041W|YDR042C|snR47|YDR043C|YDR044W|YDR045C|YDR046C|YDR047W|YDR048C|YDR049W|YDR050C|YDR051C|YDR052C|YDR053W|YDR054C|YDR055W|YDR056C|YDR057W|YDR058C|tR(UCU)D|tD(GUC)D|YDR059C|YDR060W|YDR061W|YDR062W|YDR063W|YDR064W|YDR065W|YDR066C|YDR067C|YDR068W|YDR069C|YDR070C|YDR071C|YDR072C|YDR073W|YDR074W|YDR075W|YDR076W|YDR077W|YDR078C|YDR079W|YDR079C-A|YDR080W|YDR081C|YDR082W|YDR083W|YDR084C|YDR085C|YDR086C|YDR087C|YDR088C|tR(ACG)D|YDR089W|YDR090C|YDR091C|YDR092W|YDR093W|YDR094W|YDR095C|YDR096W|YDR097C|YDR098C|tQ(UUG)D2|YDRCTy1-1|YDRCdelta7|YDR098C-B|YDR098C-A|YDRCdelta8|YDRCsigma1|YDRCdelta9|YDR099W|YDR100W|YDR101C|YDR102C|YDR103W|YDR104C|YDR105C|YDR106W|tI(AAU)D|YDRWsigma2|YDRWdelta10|YDR107C|YDR108W|YDR109C|YDR110W|YDR111C|YDR112W|YDR113C|YDR114C|YDR115W|YDR116C|YDR117C|YDR118W|YDR118W-A|YDR119W|YDR119W-A|YDR120C|YDR121W|YDR122W|YDR123C|YDR124W|YDR125C|YDR126W|YDR127W|YDR128W|YDR129C|YDR130C|YDR131C|YDR132C|YDR133C|YDR134C|YDR135C|YDR136C|YDR137W|YDR138W|YDR139C|YDR140W|YDR141C|YDR142C|YDR143C|YDR144C|YDR145W|YDR146C|YDR147W|YDR148C|YDR149C|YDR150W|YDR151C|YDR152W|YDR153C|YDR154C|YDR155C|YDR156W|YDR157W|YDR158W|YDR159W|YDR160W|YDR161W|YDR162C|YDR163W|YDR164C|YDR165W|YDR166C|YDR167W|YDR168W|YDR169C|YDR169C-A|YDR170C|tQ(UUG)D3|YDRWdelta11|YDR170W-A|YDR171W|YDR172W|YDR173C|YDR174W|YDR175C|YDR176W|YDR177W|YDR178W|YDR179C|YDR179W-A|YDR180W|YDR181C|YDR182W|YDR182W-A|YDR183W|YDR183C-A|YDR184C|YDR185C|YDR186C|YDR187C|YDR188W|YDR189W|YDR190C|YDR191W|YDR192C|YDR193W|YDR194C|YDR194W-A|YDR195W|YDR196C|YDR197W|YDR198C|YDR199W|YDR200C|YDR201W|YDR202C|YDR203W|YDR204W|YDR205W|YDR206W|YDR207C|YDR208W|YDR209C|YDR210W|YDRWTy2-2|YDRWdelta13|YDR210W-A|YDR210W-B|YDRWdelta14|YDRCTy1-2|YDR210C-D|YDR210C-C|tI(UAU)D|YDR211W|YDR212W|YDR213W|YDR214W|YDR215C|YDR216W|YDR217C|YDR218C|YDR219C|YDR220C|YDR221W|YDR222W|YDR223W|YDR224C|YDR225W|YDR226W|YDR227W|YDR228C|YDR229W|YDR230W|YDR231C|YDR232W|YDR233C|YDR234W|YDR235W|YDR236C|YDR237W|YDR238C|YDR239C|YDR240C|YDR241W|YDRWdelta12|YDRCsigma3|tY(GUA)D|YDR242W|YDR243C|YDR244W|YDR245W|YDR246W|YDR246W-A|YDR247W|YDR248C|YDR249C|YDR250C|YDR251W|YDR252W|YDR253C|YDR254W|YDR255C|YDR256C|YDR257C|YDR258C|YDR259C|YDR260C|YDR261C|tS(AGA)D2|YDRWTy2-3|YDRWdelta19|YDR261W-A|YDR261W-B|YDRWdelta20|YDRCTy1-3|YDRCdelta21|YDR261C-D|YDR261C-C|YDRCdelta22|YDRCsigma4|tG(GCC)D2|YDR262W|YDR263C|YDR264C|YDR265W|YDR266C|YDR267C|YDR268W|YDR269C|YDR270W|YDR271C|YDR272W|YDR273W|YDR274C|YDR275W|YDR276C|YDR277C|YDR278C|tE(CUC)D|YDR279W|YDR280W|YDR281C|YDRWsigma5|YDR282C|YDR283C|YDR284C|YDR285W|YDR286C|YDR287W|YDR288W|YDR289C|YDR290W|YDR291W|YDR292C|YDR293C|YDR294C|YDR295C|YDR296W|YDR297W|YDR298C|YDR299W|YDR300C|YDR301W|YDR302W|YDR303C|YDR304C|YDR305C|YDR306C|tV(CAC)D|YDR307W|YDR308C|YDR309C|YDR310C|YDR311W|YDR312W|YDR313C|YDR314C|YDR315C|YDR316W|tF(GAA)D|YDRWTy1-4|YDRWdelta23|YDR316W-A|YDR316W-B|YDRWdelta24|YDR317W|YDR318W|YDR319C|YDR320C|YDR320C-A|YDR320W-B|YDR321W|YDR322W|YDR322C-A|YDR323C|YDR324C|YDR325W|YDR326C|YDR327W|YDR328C|YDR329C|YDR330W|YDR331W|YDR332W|YDR333C|YDR334W|YDR335W|YDR336W|YDR337W|YDR338C|YDR339C|tX(XXX)D|YDR340W|YDRWdelta25|YDR341C|YDR342C|YDR343C|YDR344C|YDR345C|YDR346C|YDR347W|YDR348C|YDR349C|YDRCsigma6|YDRWdelta26|tM(CAU)D|YDR350C|YDR351W|YDR352W|YDR353W|YDR354W|YDR354C-A|YDR355C|YDR356W|YDR357C|YDR358W|YDR359C|YDR360W|YDR361C|YDR362C|YDR363W|tK(CUU)D1|YDR363W-A|YDR364C|YDR365C|YDRWTy1-5|YDRWdelta27|YDR365W-A|YDR365W-B|YDRWdelta28|YDR366C|YDR367W|YDR368W|YDR369C|YDR370C|YDR371W|YDR371C-A|YDR372C|YDR373W|YDR374C|YDR374W-A|YDR375C|YDR376W|YDR377W|YDR378C|YDR379W|YDR379C-A|YDR380W|YDR381W|YDR381C-A|YDR382W|YDR383C|YDR384C|YDR385W|YDR386W|YDR387C|YDR388W|YDR389W|YDR390C|tG(CCC)D|YDR391C|YDR392W|YDR393W|YDR394W|YDR395W|YDR396W|YDR397C|YDR398W|YDR399W|YDR400W|YDR401W|YDR402C|YDR403W|YDR404C|YDR405W|YDR406W|YDR406W-A|YDR407C|YDR408C|YDR409W|YDR410C|YDR411C|YDR412W|YDR413C|YDR414C|YDR415C|YDR416W|YDR417C|YDR418W|YDR419W|tS(AGA)D3|YDR420W|YDR421W|YDR422C|YDR423C|YDR424C|YDR425W|YDR426C|YDR427W|YDR428C|YDR429C|YDR430C|YDR431W|YDR432W|YDR433W|YDR434W|YDR435C|YDR436W|YDR437W|YDR438W|YDR439W|YDR440W|YDR441C|YDR442W|YDR443C|YDR444W|YDR445C|tK(CUU)D2|YDRWdelta29|YDRWdelta30|YDR446W|YDR447C|YDR448W|YDR449C|YDR450W|YDR451C|YDR452W|YDR453C|YDR454C|YDR455C|YDR456W|YDR457W|YDR458C|YDR459C|YDR460W|YDR461W|YDR461C-A|YDR462W|YDR463W|YDR464W|YDR464C-A|YDR465C|YDR466W|YDR467C|YDR468C|YDR469W|YDR470C|YDR471W|snR13|YDR472W|YDR473C|YDR475C|YDR476C
Manganese_Sulfate	0.008	5	192718	3.31	178043	221902	PRE1|PRP22|HEM14|BUD25|FAA2|BIM1|AFG3|SPC25|ISC1|SBH2|GPA2|RPN3|SRB4|PRO3|NA|YAT2|GCD11|NA|CHO1|GAL83|MIG3|SMB1|CHZ1|YPT31|FIR1|ZRG8|NA	YER012W|YER013W|YER014W|YER014C-A|YER015W|YER016W|YER017C|YER018C|YER019W|YER019C-A|YER020W|YER021W|YER022W|YER023W|YER023C-A|YER024W|YER025W|tH(GUG)E1|YER026C|YER027C|YER028C|YER029C|YER030W|YER031C|YER032W|YER033C|YER034W
Manganese_Sulfate	0.209	7	187538	70.78	185246	191354	SPO74|NA|SUA5|HUR1|PMR1|CUP2	YGL170C|tK(CUU)G2|YGL169W|YGL168W|YGL167C|YGL166W
Manganese_Sulfate	0.02	7	837783	7.25	823438	843115	NA|TIF4631|GTR2|NA|NA|MRPS35|KRE11|CLC1|NA|PUS6|NA|PSD2|MSM1|YIP1	tV(AAC)G2|YGR162W|YGR163W|YGR164W|tR(UCU)G2|YGR165W|YGR166W|YGR167W|YGR168C|YGR169C|YGR169C-A|YGR170W|YGR171C|YGR172C
Manganese_Sulfate	0.014	7	985141	5.12	940085	994037	PET54|HSV2|AZR1|AMA1|NA|DIE2|NA|SMI1|BNS1|PHB2|NAS6|PHO81|YHB1|NA|SPG1|NA|KEL2|PEX21|PFK1|NA|YAP1802|NA|FMP43|LSC2|SDA1|BRF1|CPD1|SOL4|MGA1|NA	YGR222W|YGR223C|YGR224W|YGR225W|YGR226C|YGR227W|YGR228W|YGR229C|YGR230W|YGR231C|YGR232W|YGR233C|YGR234W|YGR235C|YGR236C|YGR237C|YGR238C|YGR239C|YGR240C|YGR240C-A|YGR241C|YGR242W|YGR243W|YGR244C|YGR245C|YGR246C|YGR247W|YGR248W|YGR249W|YGR250C
Manganese_Sulfate	0.048	12	649260	18.4	645080	660918	NA|HAP1|NA|NA|NA|NA|NA|NA|NA|NA|GSY2	YLR255C|YLR256W|YLRWTy1-3|YLRWdelta13|YLR256W-A|YLRWdelta14|tA(AGC)L|YLRWsigma3|YLRWdelta15|YLR257W|YLR258W
Manganese_Sulfate	0.013	13	56748	4.96	45801	139632	CTK3|BUL2|COQ5|ZDS2|NA|PML39|URA5|SEC65|MDM1|NUP188|SNR85|CAC2|NA|CUE4|NA|TSL1|NA|ARG81|TAF13|VPS9|NA|RAD10|NA|GIM5|UTP14|PRE8|RPM2|NA|NA|UFO1|AIM33|ALO1|TUB1|NA|NA|NA|ATP18|NA|DUS1|NA|CPR3|BET5|WAR1|HMG1|FPR3|RPL6A|TCB3|COG8|NA|NA|DAK1|POB3|ITT1|ERV41	YML112W|YML111W|YML110C|YML109W|YML108W|YML107C|YML106W|YML105C|YML104C|YML103C|snR85|YML102W|YML101C-A|YML101C|YML100W-A|YML100W|YML099W-A|YML099C|YML098W|YML097C|YML096W|YML095C|YML094C-A|YML094W|YML093W|YML092C|YML091C|YML090W|YML089C|YML088W|YML087C|YML086C|YML085C|YML084W|YML083C|YML082W|YML081C-A|YML081W|YML080W|YML079W|YML078W|YML077W|YML076C|YML075C|YML074C|YML073C|YML072C|YML071C|tR(UCU)M2|YMLCdelta1|YML070W|YML069W|YML068W|YML067C
Manganese_Sulfate	0.01	13	215334	3.81	205923	285830	CGI121|AMD1|NA|SRC1|RAD52|NA|NDC1|AIM31|USA1|TSA1|YOX1|RPS18B|YML6|RPS17A|NSE5|APT1|UNG1|NA|OST6|NA|PSP2|PPZ1|TAF11|TRM9|UBX2|NA|ERV25|RAD33|SPT5|NA|NA|MRPL39|ERG6|NA|YAP1|GIS4|NA|TRM12|GLO1|NA|NA|YPT7|CEN13|CDC5|NA|MIC17|AIM34|MVP1|TAF4|PLB2|NA|PLB1|ADI1|NA	YML036W|YML035C|YML034C-A|YML034W|YML032C|YML031C-A|YML031W|YML030W|YML029W|YML028W|YML027W|YML026C|YML025C|YML024W|YML023C|YML022W|YML021C|YML020W|YML019W|YML018C|YML017W|YML016C|YML015C|YML014W|YML013W|YML012C-A|YML012W|YML011C|YML010W|YML009W-B|YML009C-A|YML009C|YML008C|YML007C-A|YML007W|YML006C|tS(AGA)M|YML005W|YML004C|YML003W|YML002W|YML001W|CEN13|YMR001C|YMR001C-A|YMR002W|YMR003W|YMR004W|YMR005W|YMR006C|YMR007W|YMR008C|YMR009W|YMR010W
Manganese_Sulfate	0.009	14	370086	3.5	314887	417423	APC1|NA|NA|PSD1|FMP41|SKO1|BNI5|NA|IBD2|RIA1|NA|RPL42A|CBK1|YGP1|ASI2|PGA1|IGO1|NSG2|NA|YCK2|GIM3|INN1|RPC31|NA|PGA2|ALF1|LSM7|NA|NA|MFA2|NA|NA|NA|MEP2|AAH1|NA|THO2|YSF3|SRV2|NAM9|EAF7|FPR1|NA|FYV6|NA|KRE33|TOM22|CPT1|DGR1|NRK1|TEP1|FAR11|SPC98|ESBP6|NAF1|NMA111|NA|TOM70|NA|NCS2|DCP2|MLS1|DMA2|NA|NA|RPC19|DBP2|CYB5	YNL172W|YNL171C|YNL170W|YNL169C|YNL168C|YNL167C|YNL166C|YNL165W|YNL164C|YNL163C|YNL162W-A|YNL162W|YNL161W|YNL160W|YNL159C|YNL158W|YNL157W|YNL156C|YNL155W|YNL154C|YNL153C|YNL152W|YNL151C|YNL150W|YNL149C|YNL148C|YNL147W|YNL146C-A|YNL146W|YNL145W|YNL144C|YNL144W-A|YNL143C|YNL142W|YNL141W|YNL140C|YNL139C|YNL138W-A|YNL138W|YNL137C|YNL136W|YNL135C|YNL134C|YNL133C|tF(GAA)N|YNL132W|YNL131W|YNL130C|YNL130C-A|YNL129W|YNL128W|YNL127W|YNL126W|YNL125C|YNL124W|YNL123W|YNL122C|YNL121C|YNL120C|YNL119W|YNL118C|YNL117W|YNL116W|YNL115C|YNL114C|YNL113W|YNL112W|YNL111C
Manganese_Sulfate	0.08	15	150111	29.68	147274	159655	MSH2|HAL9|MPD2|NA|NA|ADH1	YOL090W|YOL089C|YOL088C|YOL087C|YOL086W-A|YOL086C
Manganese_Sulfate	0.008	16	199137	3.1	67473	207363	BBP1|HFI1|VIK1|YAH1|NA|ICY2|RPL36B|NA|GYP5|GAL4|NA|RBD2|NA|HUT1|SRP68|IQG1|CIN2|HSP82|YAR1|NA|SUI3|NA|RVB2|TFP3|NSL1|SSO1|FAS2|USV1|NA|CET1|ALG5|NEW1|NA|MMT2|GRE1|FMP40|NA|FLC1|RPL1A|PCL8|SAR1|BMS1|NA|CBP3|THI6|LEA1|PUS1|NIP7|SRP72|IPL1|RKM1|TYW1|PGC1|NA|HRR25|TPK2|AFT2|YIG1|CSM4|NA|RPL7B|SNR59|NA|OXR1|APL5|DDC1|RSA1|PRM3|NA|NAB3|COA2|GUP2|POS5|MF(ALPHA)1|UIP4|NA|MRN1|RTC6|RTT10|NA|CTI6|TCO89	YPL255W|YPL254W|YPL253C|YPL252C|YPL251W|YPL250C|YPL249C-A|YPL250W-A|YPL249C|YPL248C|YPL247C|YPL246C|YPL245W|YPL244C|YPL243W|YPL242C|YPL241C|YPL240C|YPL239W|YPL238C|YPL237W|YPL236C|YPL235W|YPL234C|YPL233W|YPL232W|YPL231W|YPL230W|YPL229W|YPL228W|YPL227C|YPL226W|YPL225W|YPL224C|YPL223C|YPL222W|YPL222C-A|YPL221W|YPL220W|YPL219W|YPL218W|YPL217C|YPL216W|YPL215W|YPL214C|YPL213W|YPL212C|YPL211W|YPL210C|YPL209C|YPL208W|YPL207W|YPL206C|YPL205C|YPL204W|YPL203W|YPL202C|YPL201C|YPL200W|YPL199C|YPL198W|snR59|YPL197C|YPL196W|YPL195W|YPL194W|YPL193W|YPL192C|YPL191C|YPL190C|YPL189C-A|YPL189W|YPL188W|YPL187W|YPL186C|YPL185W|YPL184C|YPL183W-A|YPL183C|YPL182C|YPL181W|YPL180W
Maltose	0.47	7	1074154	184.25	1072864	1080765	MAL11|NA|NA|MAL12|NA|PAU12	YGR289C|YGR290W|YGR291C|YGR292W|YGR293C|YGR294W
Maltose	0.007	11	262691	4.08	209159	280635	RRN3|SSH4|NA|SRP21|DGR2|OAC1|VPH2|NA|NA|NA|SBA1|PRR1|NA|APN1|RAD27|ABF1|NA|KTI12|HAP4|SLD2|NA|NA|AAT1|NA|GFA1|LAP4|NA|HSL1|NA|NA|UTP11|MTC2|NA|NA|CWP2|CWP1|YJU2|YJU3|MBR1|BUD2|NA|CUE2|MIF2|CAB3|CYT2|SRX1|MDH1|HOT13|NA	YKL125W|YKL124W|YKL123W|YKL122C|YKL121W|YKL120W|YKL119C|YKL118W|YKLCdelta4|tA(AGC)K1|YKL117W|YKL116C|YKL115C|YKL114C|YKL113C|YKL112W|YKL111C|YKL110C|YKL109W|YKL108W|YKL107W|YKL106C-A|YKL106W|YKL105C|YKL104C|YKL103C|YKL102C|YKL101W|YKL100C|YKL100W-A|YKL099C|YKL098W|YKL097C|YKL096C-B|YKL096W-A|YKL096W|YKL095W|YKL094W|YKL093W|YKL092C|YKL091C|YKL090W|YKL089W|YKL088W|YKL087C|YKL086W|YKL085W|YKL084W|YKL083W
Maltose	0.159	11	643300	80.71	640450	644429	SIR1	YKR101W
Maltose	0.024	15	184291	14.36	169572	186481	ATG19|IRA2|REX4|NA|AVO1|ATP19|BRX1	YOL082W|YOL081W|YOL080C|YOL079W|YOL078W|YOL077W-A|YOL077C
Maltose	0.008	15	558954	4.78	403168	577640	HIR2|CKB2|GLO4|SNR9|NA|CUE5|SNR62|WHI2|IRC23|TOM6|DBP5|STD1|RAT1|RSB1|NA|ETT1|NA|NA|VHS3|NA|NOB1|SGT1|ASE1|NA|NA|NA|NA|CKA2|NA|RPL3|YNG1|CYT1|MSA1|ALG8|VPS5|VAM10|GYP1|NRT1|NA|NA|SUF11|NA|SGO1|CDC21|NA|UFE1|SKI7|RTS2|BUD21|ATX2|DIA2|TGL5|NA|WHI5|LPX1|OST3|TCB1|NA|YVC1|VPS21|PTC5|TMA46|ECM3|NA|ARF3|RKI1|RPS7A|NA|NUP1|KTR1|CRC1|RAS1|NA|OST2|PIN2|NA|VAM3|RGS2|LEU9|NA|INP53|TFC7|NA|CEX1|AZF1|NA|TRS33|RPO31|RPT5|RTC5|RIO1|GCY1|NA|PFY1|LEO1|UBP2|CAT5|IAH1|RGA1|ADE2|AFI1|ORT1|NA|NA|VPS17|EFT1	YOR038C|YOR039W|YOR040W|snR9|YOR041C|YOR042W|snR62|YOR043W|YOR044W|YOR045W|YOR046C|YOR047C|YOR048C|YOR049C|YOR050C|YOR051C|YOR052C|YOR053W|YOR054C|YOR055W|YOR056C|YOR057W|YOR058C|YORCdelta11|tK(UUU)O|YOR059C|YOR060C|YOR061W|YOR062C|YOR063W|YOR064C|YOR065W|YOR066W|YOR067C|YOR069W|YOR068C|YOR070C|YOR071C|YOR072W|YOR072W-A|tP(UGG)O2|YOR072W-B|YOR073W|YOR074C|YOR073W-A|YOR075W|YOR076C|YOR077W|YOR078W|YOR079C|YOR080W|YOR081C|YOR082C|YOR083W|YOR084W|YOR085W|YOR086C|tN(GUU)O2|YOR087W|YOR089C|YOR090C|YOR091W|YOR092W|YOR093C|YOR094W|YOR095C|YOR096W|YOR097C|YOR098C|YOR099W|YOR100C|YOR101W|YOR102W|YOR103C|YOR104W|YOR105W|YOR106W|YOR107W|YOR108W|YOR108C-A|YOR109W|YOR110W|YOR111W|YOR112W|YOR113W|YOR114W|YOR115C|YOR116C|YOR117W|YOR118W|YOR119C|YOR120W|YOR121C|YOR122C|YOR123C|YOR124C|YOR125C|YOR126C|YOR127W|YOR128C|YOR129C|YOR130C|tD(GUC)O|YOR131C|YOR132W|YOR133W
Mannose	0.011	1	41279	3.18	27915	62870	FLO9|GDH3|BDH2|BDH1|NA|ECM1|CNE1|NA|GPB2|PEX22|ACS1|FLC2|OAF1|AIM2|GEM1|NA|SPC72|AIM1|NA|NA|GCV3|PTA1|NA|ERV46|CDC24	YAL063C|YAL062W|YAL061W|YAL060W|YAL059C-A|YAL059W|YAL058W|YAL056C-A|YAL056W|YAL055W|YAL054C|YAL053W|YAL051W|YAL049C|YAL048C|YAL047W-A|YAL047C|YAL046C|YAL045C|YAL044W-A|YAL044C|YAL043C|YAL042C-A|YAL042W|YAL041W
Mannose	0.027	2	430034	7.7	407830	472313	TEC1|MIS1|RPL19A|AAC3|NA|IST2|RFC5|POL30|NA|NHP6B|NA|TIM12|PHO3|PHO5|PBY1|RXT2|NA|VPS15|MMS4|NA|FES1|EXO84|SIF2|NA|YMC2|VID24|PHO88|IML3|AIM3|CMD1|NA|ALG1|YSA1|SUS1|CYC8|NA|RAD16|LYS2	YBR083W|YBR084W|YBR084C-A|YBR085W|YBR085C-A|YBR086C|YBR087W|YBR088C|YBR089W|YBR089C-A|YBR090C|YBR091C|YBR092C|YBR093C|YBR094W|YBR095C|YBR096W|YBR097W|YBR098W|YBR099C|YBR101C|YBR102C|YBR103W|YBR103C-A|YBR104W|YBR105C|YBR106W|YBR107C|YBR108W|YBR109C|YBR109W-A|YBR110W|YBR111C|YBR111W-A|YBR112C|YBR113W|YBR114W|YBR115C
Mannose	0.007	8	239189	1.89	230616	257552	SSF1|HTD2|DYS1|RRP4|NA|TRM5|NA|PCL5|NA|NA|ERG7|NOP10|OSH3|NA|NA|QNS1|PPE1|PTC7|NMD2|NA	YHR066W|YHR067W|YHR068W|YHR069C|YHR069C-A|YHR070W|YHR070C-A|YHR071W|tF(GAA)H1|YHR071C-A|YHR072W|YHR072W-A|YHR073W|YHR073W-A|YHR073C-B|YHR074W|YHR075C|YHR076W|YHR077C|YHR078W
